Review of Economic Studies;journal;ISSN 1467937X, 00346527
Current Opinion in Cell Biology;journal;ISSN 09550674
Annual Review of Genomics and Human Genetics;book serie;ISSN 1545293X, 15278204
New England Journal of Medicine;journal;ISSN 00284793, 15334406
Nature Reviews Cancer;journal;ISSN 1474175X
Nature Structural and Molecular Biology;journal;ISSN 15459985, 15459993
Nature Biotechnology;journal;ISSN 10870156
Nature Reviews Immunology;journal;ISSN 14741741, 14741733
Developmental Cell;journal;ISSN 15345807
Annual Review of Ecology, Evolution, and Systematics;journal;ISSN 1543592X
Neuron;journal;ISSN 08966273
Progress in Materials Science;journal;ISSN 00796425
Journal of Financial Economics;journal;ISSN 0304405X
Trends in Ecology and Ecolution;journal;ISSN 01695347
Nature Neuroscience;journal;ISSN 10976256
Quarterly Reviews of Biophysics;journal;ISSN 14698994, 00335835
Trends in Cell Biology;journal;ISSN 09628924
Annual Review of Pharmacology and Toxicology;journal;ISSN 15454304, 03621642
Progress in Polymer Science;journal;ISSN 00796700
Pharmacological Reviews;journal;ISSN 15210081, 00316997
Trends in Neurosciences;journal;ISSN 01662236
Endocrine Reviews;journal;ISSN 0163769X
Annual Review of Psychology;journal;ISSN 00664308, 15452085
Annual Review of Microbiology;journal;ISSN 15453251, 00664227
Nature Medicine;journal;ISSN 10788956
Publications Mathématiques;journal;ISSN 00738301
Nature Methods;journal;ISSN 15487091, 15487105
Astronomy and Astrophysics Review;journal;ISSN 14320754, 09354956
Nano Letters;journal;ISSN 15306992, 15306984
Annual Review of Marine Science;journal;ISSN 19410611, 19411405
Cell Metabolism;journal;ISSN 15504131
Journal of Cell Biology;journal;ISSN 00219525
Lancet Neurology;journal;ISSN 14744422
Lancet Oncology;journal;ISSN 14702045, 14745488
Reports on Progress in Physics;journal;ISSN 00344885, 13616633
Journal of Clinical Investigation;journal;ISSN 00219738
Ecology Letters;journal;ISSN 1461023X, 14610248
American Economic Review;journal;ISSN 00028282
Trends in Biochemical Sciences;journal;ISSN 01677640, 09680004
Nature Reviews Microbiology;journal;ISSN 17401526
Nature Reviews Neuroscience;journal;ISSN 14710048, 1471003X
Journal of the American College of Cardiology;journal;ISSN 07351097
Surface Science Reports;journal;ISSN 01675729
Living Reviews in Relativity;journal;ISSN 14338351
Reviews of Geophysics;journal;ISSN 87551209
Journal of Clinical Oncology;journal;ISSN 0732183X
Trends in Cognitive Sciences;journal;ISSN 13646613
MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;ISSN 10575987, 15458601
Immunological Reviews;journal;ISSN 01052896, 1600065X
Progress in Energy and Combustion Science;journal;ISSN 03601285
EMBO Journal;journal;ISSN 14602075, 02614189
American Journal of Human Genetics;journal;ISSN 15376605, 00029297
American Economic Journal: Applied Economics;journal;ISSN 19457790, 19457782
Microbiology and Molecular Biology Reviews;journal;ISSN 10922172
PLoS Biology;journal;ISSN 15449173, 15457885
Cold Spring Harbor perspectives in biology;journal;ISSN 19430264
Systematic Biology;journal;ISSN 1076836X, 10635157
Academy of Management Review;journal;ISSN 03637425
Trends in Genetics;journal;ISSN 01689525
Academy of Management Journal;journal;ISSN 00014273
Cell Host and Microbe;journal;ISSN 19313128
Current Opinion in Structural Biology;journal;ISSN 0959440X
Acta Crystallographica Section D: Biological Crystallography;journal;ISSN 13990047, 09074449
Astrophysical Journal, Supplement Series;journal;ISSN 00670049, 15384365
MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;ISSN 15460738, 15458636
Acta Mathematica;journal;ISSN 00015962
Nature Chemistry;journal;ISSN 17554330, 17554349
Molecular Systems Biology;journal;ISSN 17444292
Nature Chemical Biology;journal;ISSN 15524469, 15524450
Annual Review of Materials Research;journal;ISSN 15454118, 15317331
Annals of Mathematics;journal;ISSN 0003486X
Nature Protocols;journal;ISSN 17542189
Journal of the American Mathematical Society;journal;ISSN 10886834, 08940347
Current Opinion in Genetics and Development;journal;ISSN 0959437X
Lancet Infectious Diseases;journal;ISSN 14733099
Journal of Economic Growth;journal;ISSN 15737020, 13814338
Psychological Bulletin;journal;ISSN 00332909
Lancet;journal;ISSN 01406736, 1474547X
Administrative Science Quarterly;journal;ISSN 00018392
Annual Review of Physical Chemistry;book serie;ISSN 0066426X, 15451593
Circulation;journal;ISSN 00097322, 15244539
Nano Today;journal;ISSN 17480132
Advanced Materials;journal;ISSN 09359648
Materials Science and Engineering: R: Reports;journal;ISSN 0927796X
Aldrichimica Acta;journal;ISSN 00025100
Organization Science;journal;ISSN 10477039, 15265455
JAMA Psychiatry;journal;ISSN 2168622X, 21686238
American Political Science Review;journal;ISSN 15375943, 00030554
Clinical Microbiology Reviews;journal;ISSN 08938512, 10986618
Nature Reviews Drug Discovery;journal;ISSN 14741776
Journal of Marketing;journal;ISSN 00222429, 15477185
Annals of Statistics;journal;ISSN 00905364
Proceedings of the National Academy of Sciences of the United States of America;journal;ISSN 00278424, 10916490
Review of Economics and Statistics;journal;ISSN 00346535, 15309142
Inventiones Mathematicae;journal;ISSN 14321297, 00209910
Current Opinion in Immunology;journal;ISSN 09527915
PLoS Genetics;journal;ISSN 15537404, 15537390
Critical Reviews in Biochemistry and Molecular Biology;journal;ISSN 10409238, 15497798
Annual Review of Fluid Mechanics;journal;ISSN 00664189, 15454479
ACM Computing Surveys;journal;ISSN 03600300
Current Opinion in Neurobiology;journal;ISSN 09594388
Archives of Virology, Supplement;journal;ISSN 09391983
Journal of Monetary Economics;journal;ISSN 03043932
Journal of the Royal Statistical Society. Series B: Statistical Methodology;journal;ISSN 14679868, 13697412
Nature Geoscience;journal;ISSN 17520894, 17520908
JAMA Internal Medicine;journal;ISSN 21686106, 21686114
Physical Review Letters;journal;ISSN 00319007, 10797114
Development;journal;ISSN 09501991, 14779129
Annual Review of Earth and Planetary Sciences;book serie;ISSN 00846597
Strategic Management Journal;journal;ISSN 01432095, 10970266
ACS Nano;journal;ISSN 19360851, 1936086X
Trends in Plant Science;journal;ISSN 13601385
Journal of Human Resources;journal;ISSN 0022166X, 15488004
Journal of the National Cancer Institute;journal;ISSN 00278874
Annual Review of Medicine;journal;ISSN 1545326X, 00664219
Oceanography and Marine Biology: an annual review;book serie;ISSN 00783218
FEMS Microbiology Reviews;journal;ISSN 01686445
Blood;journal;ISSN 00064971, 15280020
Angewandte Chemie - International Edition;journal;ISSN 14337851, 15213773
Laser and Photonics Reviews;journal;ISSN 18638880, 18638899
Annals of Internal Medicine;journal;ISSN 00034819, 15393704
Silence;journal;ISSN 1758907X
MIS Quarterly: Management Information Systems;journal;ISSN 02767783
Genome Biology;journal;ISSN 14747596
American Journal of Psychiatry;journal;ISSN 0002953X
JAMA - Journal of the American Medical Association;journal;ISSN 00987484
Progress in Surface Science;journal;ISSN 00796816
Journal of Labor Economics;journal;ISSN 15375307, 0734306X
Plant Cell;journal;ISSN 1532298X, 10404651
Molecular Psychiatry;journal;ISSN 14765578, 13594184
Journal of Neuroscience;journal;ISSN 15292401, 02706474
Trends in Immunology;journal;ISSN 14714981, 14714906
Nucleic Acids Research;journal;ISSN 13624962, 03051048
Current Opinion in Plant Biology;journal;ISSN 13695266
Annual Review of Clinical Psychology;book serie;ISSN 15485951, 15485943
Trends in Molecular Medicine;journal;ISSN 14714914
Brookings Papers on Economic Activity;journal;ISSN 00072303, 15334465
Annual Review of Entomology;journal;ISSN 15454487, 00664170
Science Translational Medicine;journal;ISSN 19466242, 19466234
American Journal of Respiratory and Critical Care Medicine;journal;ISSN 1073449X, 15354970
Foundations and Trends in Information Retrieval;journal;ISSN 15540677, 15540669
Review of Economic Dynamics;journal;ISSN 10942025, 10966099
Current Topics in Developmental Biology;book serie;ISSN 00702153
Journal of Applied Psychology;journal;ISSN 00219010
Nuclear Receptor Signaling;journal;ISSN 15507629
Biochimica et Biophysica Acta - Reviews on Cancer;journal;ISSN 0304419X
Annual Review of Nuclear and Particle Science;journal;ISSN 01638998
American Journal of Political Science;journal;ISSN 00925853, 15405907
Science signaling;journal;ISSN 19450877, 19379145
Cell Death and Differentiation;journal;ISSN 13509047
JACC: Cardiovascular Interventions;journal;ISSN 19368798
Foundations and Trends in Machine Learning;journal;ISSN 19358237
Journal of Personality and Social Psychology;journal;ISSN 00223514
Journal of the American Chemical Society;journal;ISSN 00027863, 15205126
Personality and Social Psychology Review;journal;ISSN 10888683, 15327957
Seminars in Immunology;journal;ISSN 10445323, 10963618
Brain;journal;ISSN 14602156, 00068950
Circulation Research;journal;ISSN 15244571, 00097330
Cancer and Metastasis Reviews;journal;ISSN 01677659, 15737233
Annals of Neurology;journal;ISSN 03645134, 15318249
International Economic Review;journal;ISSN 00206598, 14682354
Ecological Monographs;journal;ISSN 00129615
PLoS Pathogens;journal;ISSN 15537366, 15537374
Annual Review of Public Health;journal;ISSN 01637525, 15452093
Vital and health statistics. Series 23, Data from the National Survey of Family Growth;journal;ISSN 02785234
International Organization;journal;ISSN 00208183, 15315088
Molecular and Cellular Biology;journal;ISSN 02707306
Trends in Pharmacological Sciences;journal;ISSN 01656147
EMBO Molecular Medicine;journal;ISSN 17574684, 17574676
Annual Review of Phytopathology;book serie;ISSN 00664286
Advances in Immunology;book serie;ISSN 00652776
IEEE Communications Surveys and Tutorials;journal;ISSN 1553877X
MMWR. Morbidity and mortality weekly report;journal;ISSN 1545861X, 01492195
Cancer Research;journal;ISSN 00085472
Journal of Marketing Research;journal;ISSN 00222437, 15477193
Journal of Management;journal;ISSN 01492063
Criminology;journal;ISSN 00111384
Annual Review of Sociology;journal;ISSN 03600572, 15452115
American Sociological Review;journal;ISSN 00031224
RAND Journal of Economics;journal;ISSN 07416261
Cerebral Cortex;journal;ISSN 14602199, 10473211
Physiology;journal;ISSN 15489213, 15489221
Journal of Accounting and Economics;journal;ISSN 01654101
Journal of Operations Management;journal;ISSN 02726963
Frontiers in Neuroendocrinology;journal;ISSN 00913022, 10956808
Personnel Psychology;journal;ISSN 00315826
Journal of Accounting Research;journal;ISSN 1475679X, 00218456
Progress in Retinal and Eye Research;journal;ISSN 13509462
Current Opinion in Chemical Biology;journal;ISSN 13675931
American Journal of Sociology;journal;ISSN 00029602, 15375390
Journal of Allergy and Clinical Immunology;journal;ISSN 10976825, 00916749
Journal of the ACM;journal;ISSN 00045411
Current Opinion in Microbiology;journal;ISSN 13695274
Earthquake Spectra;journal;ISSN 87552930
Brain Research Reviews;journal;ISSN 18726321, 01650173
Advanced Functional Materials;journal;ISSN 1616301X
Progress in Quantum Electronics;journal;ISSN 00796727
Journal of Consumer Research;journal;ISSN 15375277, 00935301
Psychological Review;journal;ISSN 0033295X
Hepatology;journal;ISSN 02709139, 15273350
Structure;journal;ISSN 09692126
Human Molecular Genetics;journal;ISSN 14602083, 09646906
IEEE Transactions on Pattern Analysis and Machine Intelligence;journal;ISSN 01628828
Neuroscience and Biobehavioral Reviews;journal;ISSN 01497634
Advanced Drug Delivery Reviews;journal;ISSN 0169409X
Molecular Biology of the Cell;journal;ISSN 10591524
Drug Resistance Updates;journal;ISSN 13687646, 15322084
RNA;journal;ISSN 13558382, 14699001
Journal of the European Economic Association;journal;ISSN 15424766, 15424774
Journal of Financial and Quantitative Analysis;journal;ISSN 00221090
Current Biology;journal;ISSN 09609822
European Heart Journal;journal;ISSN 15229645, 0195668X
Organizational Research Methods;journal;ISSN 10944281
Oncogene;journal;ISSN 09509232
Research in Organizational Behavior;book serie;ISSN 01913085
Journal of the American Society of Nephrology : JASN;journal;ISSN 15333450, 10466673
Cytokine and Growth Factor Reviews;journal;ISSN 13596101
Circulation: Cardiovascular Interventions;journal;ISSN 19417640, 19417632
Journal of Cell Science;journal;ISSN 14779137, 00219533
Journal of Photochemistry and Photobiology C: Photochemistry Reviews;journal;ISSN 13895567
Progress in Neurobiology;journal;ISSN 03010082
Epidemiologic Reviews;journal;ISSN 0193936X, 14786729
Biological Psychiatry;journal;ISSN 00063223
Diabetes;journal;ISSN 00121797
Seminars in Cell and Developmental Biology;journal;ISSN 10849521, 10963634
Stem Cells;journal;ISSN 15494918, 10665099
PLoS Medicine;journal;ISSN 15491277, 15491676
Journal of Climate;journal;ISSN 15200442, 08948755
Journal of Economic Perspectives;journal;ISSN 08953309
Biological Reviews;journal;ISSN 14647931
Coordination Chemistry Reviews;journal;ISSN 00108545
SIAM Review;journal;ISSN 10957200, 00361445
Schizophrenia Bulletin;journal;ISSN 05867614
Frontiers in Neural Circuits;journal;ISSN 16625110
Frontiers in Ecology and the Environment;journal;ISSN 15409295
Leukemia;journal;ISSN 08876924
Ophthalmology;journal;ISSN 01616420, 15494713
Journal of Research in Crime and Delinquency;journal;ISSN 00224278
Diabetes Care;journal;ISSN 01495992, 19355548
Annual Review of Biomedical Engineering;journal;ISSN 15239829, 15454274
Trends in Endocrinology and Metabolism;journal;ISSN 10432760
Economic Journal;journal;ISSN 14680297, 00130133
Mucosal Immunology;journal;ISSN 19330219, 19353456
Advances in Cancer Research;book serie;ISSN 0065230X
Journal of Financial Intermediation;journal;ISSN 10429573, 10960473
Annual Review of Analytical Chemistry;book serie;ISSN 19361327, 19361335
Global Change Biology;journal;ISSN 13541013, 13652486
Automatica;journal;ISSN 00051098
Advances in the Study of Behavior;book serie;ISSN 00653454
IEEE Transactions on Automatic Control;journal;ISSN 00189286
Journal of Ecology;journal;ISSN 13652745, 00220477
Chemical Science;journal;ISSN 20416520, 20416539
Journal of Quantitative Criminology;journal;ISSN 15737799, 07484518
Plant Journal;journal;ISSN 09607412, 1365313X
Journal of International Economics;journal;ISSN 00221996
Annals of the Rheumatic Diseases;journal;ISSN 14682060, 00034967
Clinical Cancer Research;journal;ISSN 10780432
Cell Research;journal;ISSN 10010602
Vital and health statistics. Series 13, Data from the National Health Survey;journal;ISSN 00832006
Human Reproduction Update;journal;ISSN 13554786, 14602369
Vital and health statistics. Series 11, Data from the National Health Survey;journal;ISSN 00831980
Earth-Science Reviews;journal;ISSN 00128252
Annual Review of Nutrition;journal;ISSN 01999885, 15454312
International Journal of Computer Vision;journal;ISSN 09205691
Trends in Microbiology;journal;ISSN 0966842X
Epigenetics and Chromatin;journal;ISSN 17568935
Advances in Experimental Social Psychology;book serie;ISSN 00652601
Seminars in Cancer Biology;journal;ISSN 1044579X, 10963650
Journal of Memory and Language;journal;ISSN 0749596X, 10960821
Marketing Science;journal;ISSN 07322399, 1526548X
Journal of Business and Economic Statistics;journal;ISSN 07350015, 15372707
Molecular Biology and Evolution;journal;ISSN 07374038, 15371719
Journal of Econometrics;journal;ISSN 03044076
International Journal of Plasticity;journal;ISSN 07496419
Foundations and Trends in Finance;book serie;ISSN 15672409, 15672395
Briefings in Bioinformatics;journal;ISSN 14774054, 14675463
Foundations and Trends in Networking;journal;ISSN 15540588, 1554057X
IEEE Journal on Selected Areas in Communications;journal;ISSN 07338716
Ecology;journal;ISSN 00129658
Clinical Infectious Diseases;journal;ISSN 10584838, 15376591
Small;journal;ISSN 16136810, 16136829
Foundations and Trends in Theoretical Computer Science;journal;ISSN 1551305X, 15513068
Circulation. Cardiovascular quality and outcomes;journal;ISSN 19417713, 19417705
Journal of Experimental Psychology: General;journal;ISSN 00963445
Bulletin of the American Meteorological Society;journal;ISSN 15200477, 00030007
Circulation: Arrhythmia and Electrophysiology;journal;ISSN 19413084, 19413149
Cellular and Molecular Life Sciences;journal;ISSN 1420682X, 14209071
Fish and Fisheries;journal;ISSN 14672979, 14672960
Manufacturing and Service Operations Management;journal;ISSN 15265498, 15234614
Brain Cell Biology;journal;ISSN 15597105, 15597113
Proceedings of the Annual ACM Symposium on Theory of Computing;conference and proceeding;ISSN 07378017, 7378017
Neuropsychopharmacology;journal;ISSN 0893133X
Applied and Computational Harmonic Analysis;journal;ISSN 1096603X, 10635203
Duke Mathematical Journal;journal;ISSN 00127094
Econometric Theory;journal;ISSN 02664666, 14694360
Journal of Economic Theory;journal;ISSN 10957235, 00220531
Astrophysical Journal Letters;journal;ISSN 20418213, 20418205
Quarterly Review of Biology;journal;ISSN 15397718, 00335770
Circulation. Heart failure;journal;ISSN 19413289, 19413297
Acta Neuropathologica;journal;ISSN 14320533, 00016322
Traffic;journal;ISSN 16000854, 13989219
Geotextiles and Geomembranes;journal;ISSN 02661144
Annals of Surgery;journal;ISSN 15281140, 00034932
Journal of Research in Science Teaching;journal;ISSN 10982736, 00224308
Review of Finance;journal;ISSN 15723097
Bioinformatics;journal;ISSN 13674811, 13674803
Progress in Lipid Research;journal;ISSN 01637827
Economic Geography;journal;ISSN 00130095
Journal of Urban Economics;journal;ISSN 00941190, 10959068
Comparative Political Studies;journal;ISSN 00104140
Earth and Planetary Sciences Letters;journal;ISSN 1385013X, 0012821X
Mass Spectrometry Reviews;journal;ISSN 02777037, 10982787
Journal of Cognitive Neuroscience;journal;ISSN 15308898, 0898929X
Journal of Immunology;journal;ISSN 15506606, 00221767
Journal of Petrology;journal;ISSN 14602415, 00223530
Gastroenterology;journal;ISSN 15280012, 00165085
BMC Biology;journal;ISSN 17417007
IEEE Journal of Solid-State Circuits;journal;ISSN 00189200
Information Systems Research;journal;ISSN 15265536, 10477047
EMBO Reports;journal;ISSN 1469221X, 14693178
Archive for Rational Mechanics and Analysis;journal;ISSN 14320673, 00039527
Review of Educational Research;journal;ISSN 00346543
International Security;journal;ISSN 01622889, 15314804
Catalysis Reviews - Science and Engineering;journal;ISSN 01614940
"Evolution; international journal of organic evolution";journal;ISSN 00143820
Plant Physiology;journal;ISSN 00320889, 15322548
American Naturalist;journal;ISSN 15375323, 00030147
Molecular Aspects of Medicine;journal;ISSN 00982997
Cognitive Psychology;journal;ISSN 00100285, 10955623
Clinical Psychology Review;journal;ISSN 02727358
Omega;journal;ISSN 03050483
Polymer Reviews;journal;ISSN 15583724, 15583716
Psychological Science;journal;ISSN 09567976, 14679280
Energy and Environmental Sciences;journal;ISSN 17545692
Communications on Pure and Applied Mathematics;journal;ISSN 10970312, 00103640
Cultural Anthropology;journal;ISSN 08867356
Operations Research;journal;ISSN 0030364X, 15265463
Issues in Ecology;book serie;ISSN 10928987
Journal of Pathology;journal;ISSN 10969896, 00223417
Milbank Quarterly;journal;ISSN 14680009, 0887378X
Materials Today;journal;ISSN 13697021
Circulation. Cardiovascular genetics;journal;ISSN 19423268, 1942325X
Crime and Justice;journal;ISSN 01923234
World Politics;journal;ISSN 00438871, 10863338
Studies in Mycology;journal;ISSN 01660616
Behavioral and Brain Sciences;journal;ISSN 14691825, 0140525X
Accounting Review;journal;ISSN 00014826
Journal of International Business Studies;journal;ISSN 14786990, 00472506
European Urology;journal;ISSN 1421993X, 03022838
Annual Review of Financial Economics;journal;ISSN 19411367
Global Ecology and Biogeography;journal;ISSN 1466822X
Philosophical Transactions of the Royal Society B: Biological Sciences;journal;ISSN 09628436
Journal of Management Studies;journal;ISSN 14676486, 00222380
Health Affairs;journal;ISSN 02782715
American Educational Research Journal;journal;ISSN 00028312
Foundations and Trends in Communications and Information Theory;journal;ISSN 15672328, 15672190
IEEE Transactions on Information Theory;journal;ISSN 00189448
Journal of Environmental Economics and Management;journal;ISSN 10960449, 00950696
Critical Reviews in Solid State and Materials Sciences;journal;ISSN 10408436
Annals of Probability;journal;ISSN 00911798
Progress in Optics;book serie;ISSN 00796638
Unsaturated Soils - Proceedings of the 5th International Conference on Unsaturated Soils;conference and proceeding;-
Arteriosclerosis, Thrombosis, and Vascular Biology;journal;ISSN 15244636, 10795642
Annual Review of Political Science;book serie;ISSN 15451577, 10942939
Aging Cell;journal;ISSN 14749718
Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS;conference and proceeding;ISSN 02725428, 2725428
Molecular and Cellular Proteomics;journal;ISSN 15359484, 15359476
NeuroImage;journal;ISSN 10538119, 10959572
Combustion and Flame;journal;ISSN 00102180
Proceedings of the Combustion Institute;journal;ISSN 15407489
Annales Scientifiques de l'Ecole Normale Superieure;journal;ISSN 00129593
Advances in Applied Mechanics;book serie;ISSN 00652156
Journal of Teacher Education;journal;ISSN 00224871
Journal of Educational Psychology;journal;ISSN 00220663
Remote Sensing of Environment;journal;ISSN 00344257
Annals of Mathematics Studies;journal;ISSN 00662313
Global Biogeochemical Cycles;journal;ISSN 08866236
Journal of Applied Ecology;journal;ISSN 13652664, 00218901
ISME Journal;journal;ISSN 17517362, 17517370
Arthritis and Rheumatism;journal;ISSN 00043591, 15290131
University of Pennsylvania Law Review;journal;ISSN 00419907
Gut;journal;ISSN 00175749, 14683288
New Journal of Physics;journal;ISSN 13672630
American Heart Journal;journal;ISSN 10976744, 00028703
AIDS;journal;ISSN 02699370
Chemistry of Materials;journal;ISSN 08974756, 15205002
Geology;journal;ISSN 00917613
American Journal of Ophthalmology;journal;ISSN 00029394
Electronic Journal of Statistics;journal;ISSN 19357524
Human Brain Mapping;journal;ISSN 10659471, 10970193
Political Analysis;journal;ISSN 10471987, 14764989
Stroke;journal;ISSN 15244628, 00392499
Journal of Applied Econometrics;journal;ISSN 10991255, 08837252
Developmental Biology;journal;ISSN 1095564X, 00121606
Journal of Biological Chemistry;journal;ISSN 1083351X, 00219258
Molecular Ecology;journal;ISSN 1365294X, 09621083
Biometrika;journal;ISSN 00063444, 14643510
Journal of Infectious Diseases;journal;ISSN 15376613, 00221899
Conservation Biology;journal;ISSN 15231739, 08888892
Investigative Radiology;journal;ISSN 00209996
Transactions of the Institute of British Geographers;journal;ISSN 00202754
Molecular Microbiology;journal;ISSN 0950382X, 13652958
IEEE Transactions on Fuzzy Systems;journal;ISSN 10636706
Journal of Animal Ecology;journal;ISSN 13652656, 00218790
National health statistics reports;journal;ISSN 21648344
American Journal of Clinical Nutrition;journal;ISSN 00029165
Journal of Consulting and Clinical Psychology;journal;ISSN 0022006X
Molecular Neurobiology;journal;ISSN 08937648
JACC: Cardiovascular Imaging;journal;ISSN 1936878X
Journal of Abnormal Psychology;journal;ISSN 0021843X
ACS chemical biology;journal;ISSN 15548937, 15548929
Molecular Plant;journal;ISSN 17529867, 16742052
Rhinology. Supplement;journal;ISSN 10130047
Molecular Therapy;journal;ISSN 15250024, 15250016
Advances in Atomic, Molecular and Optical Physics;book serie;ISSN 1049250X
Physical Review B - Condensed Matter and Materials Physics;journal;ISSN 10980121
Genome Biology and Evolution;journal;ISSN 17596653
Journal of Virology;journal;ISSN 0022538X, 10985514
Child Development;journal;ISSN 14678624, 00093920
Atmospheric Chemistry and Physics;journal;ISSN 16807324, 16807316
Advances in Organometallic Chemistry;book serie;ISSN 00653055
PLoS Computational Biology;journal;ISSN 1553734X, 15537358
JAMA Neurology;journal;ISSN 21686149, 21686157
Nano Research;journal;ISSN 19980124, 19980000
Paleoceanography;journal;ISSN 08838305
Cladistics;journal;ISSN 07483007, 10960031
Angiogenesis;journal;ISSN 09696970, 15737209
International review of cell and molecular biology;journal;ISSN 19376448
Progress in Photovoltaics: Research and Applications;journal;ISSN 10627995
Environmental Microbiology;journal;ISSN 14622920, 14622912
Acta Numerica;journal;ISSN 09624929
Pharmacology and Therapeutics;journal;ISSN 01637258
Social Cognitive and Affective Neuroscience;journal;ISSN 17495024, 17495016
Annual Review of Economics;journal;ISSN 19411383
Journal of Development of Economics;journal;ISSN 03043878
Trends in Biotechnology;journal;ISSN 01677799
International Materials Reviews;journal;ISSN 09506608
Neural Development;journal;ISSN 17498104
Frontiers in Molecular Neuroscience;journal;ISSN 16625099
Current Opinion in Biotechnology;journal;ISSN 09581669
Energy Education Science and Technology Part B: Social and Educational Studies;journal;ISSN 13087711
Annual Review of Chemical and Biomolecular Engineering;journal;ISSN 19475438, 19475446
Ecological Applications;journal;ISSN 10510761
Compositio Mathematica;journal;ISSN 0010437X, 15705846
IEEE Signal Processing Magazine;journal;ISSN 10535888
Journal of Physical Chemistry Letters;journal;ISSN 19487185
Organic Letters;journal;ISSN 15237060, 15237052
Natural Product Reports;journal;ISSN 02650568, 14604752
Gondwana Research;journal;ISSN 1342937X
Progress in Crystal Growth and Characterization of Materials;journal;ISSN 09608974
Cognition;journal;ISSN 00100277
Journal of Differential Geometry;journal;ISSN 0022040X
Antioxidants and Redox Signaling;journal;ISSN 15230864
American Journal of Mathematics;journal;ISSN 10806377, 00029327
IEEE Communications Magazine;journal;ISSN 01636804
Cell Division;journal;ISSN 17471028
Expert Reviews in Molecular Medicine;journal;ISSN 14623994
Circulation. Cardiovascular imaging;journal;ISSN 19419651, 19420080
Journal of Public Economics;journal;ISSN 00472727
Journal of Metamorphic Geology;journal;ISSN 15251314, 02634929
Economic Policy;journal;ISSN 14680327, 02664658
Journal of Clinical Endocrinology and Metabolism;journal;ISSN 0021972X, 19457197
European Journal of Heart Failure;journal;ISSN 13889842
Quaternary Science Reviews;journal;ISSN 02773791
Management Science;journal;ISSN 00251909, 15265501
Developmental Review;journal;ISSN 02732297, 10902406
Proceedings of the Royal Society B: Biological Sciences;journal;ISSN 09628452
Environmental Science and Technology;journal;ISSN 0013936X, 15205851
Acta Materialia;journal;ISSN 13596454
Foundations of Computational Mathematics;journal;ISSN 16153375, 16153383
Journal of the American Statistical Association;journal;ISSN 01621459, 1537274X
Medicinal Research Reviews;journal;ISSN 01986325, 10981128
Journal of Politics;journal;ISSN 14682508, 00223816
Digest of Technical Papers - IEEE International Solid-State Circuits Conference;conference and proceeding;ISSN 1936530, 01936530
Neoplasia;journal;ISSN 15228002
